MeetID,Name,Sex,Division,BodyweightKg,WeightClassKg,WeightClass,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Place,Wilks
7028,Brigette Zacharczenko,Female,R-O,61.81,63,4: 63kg,132.5,77.5,190,400,14,435.86
7028,Kaitlin Mendall,Female,R-O,61.95,63,4: 63kg,140,95,165,400,15,435.11
7028,Megan Gallagher,Female,R-O,61.99,63,4: 63kg,137.5,77.5,182.5,397.5,16,432.18
7028,Dana Linn Bailey,Female,R-O,60.35,63,4: 63kg,142.5,97.5,155,395,17,438.4
7028,Lindsay Zgoda,Female,R-O,63,63,4: 63kg,140,87.5,167.5,395,18,424.21
7028,Sonya McMillan,Female,R-O,61.68,63,4: 63kg,145,77.5,170,392.5,19,428.38
7028,Laura O'Connor,Female,R-O,61.58,63,4: 63kg,130,75,185,390,20,426.18
7028,Deidra Power,Female,R-O,62.5,63,4: 63kg,145,70,175,390,21,421.38
7028,Rebecca Nunns,Female,R-O,59.53,63,4: 63kg,140,90,157.5,387.5,22,434.66
7028,Maria Capuano,Female,R-O,61.78,63,4: 63kg,142.5,80,165,387.5,23,422.4
7028,Lauren Roseman,Female,R-O,61.88,63,4: 63kg,137.5,90,160,387.5,24,421.88
7028,Danielle Oliveri,Female,R-O,62.61,63,4: 63kg,145,92.5,150,387.5,25,418.12
7028,Melissa Erwin,Female,R-O,61.08,63,4: 63kg,130,82.5,172.5,385,26,423.36
7028,Sophia Veiras,Female,R-O,62.32,63,4: 63kg,142.5,72.5,170,385,27,416.9
7028,Allie Feras,Female,R-O,62.67,63,4: 63kg,140,80,162.5,382.5,28,412.43
7028,Jo Aita,Female,R-O,59.19,63,4: 63kg,135,77.5,167.5,380,29,428.15
7028,Audria Butler,Female,R-O,61.73,63,4: 63kg,137.5,92.5,150,380,30,414.48
7028,Ashley Akehurst,Female,R-O,59.93,63,4: 63kg,122.5,72.5,182.5,377.5,31,421.25
7028,Kelly Blake,Female,R-O,62.38,63,4: 63kg,140,75,162.5,377.5,32,408.47
7028,Sarah Cupp,Female,R-O,62.15,63,4: 63kg,140,85,150,375,33,406.91
7028,Jessica Ward,Female,R-O,62.53,63,4: 63kg,140,75,160,375,34,405.03
7028,Emily Gardner,Female,R-O,61.78,63,4: 63kg,145,82.5,145,372.5,35,406.05
7028,Jennica Baldridge,Female,R-O,62.62,63,4: 63kg,122.5,77.5,172.5,372.5,36,401.89
7028,Shane Wallace,Female,R-O,62.98,63,4: 63kg,122.5,85,165,372.5,37,400.15
7028,Alicia Saleh,Female,R-O,62.01,63,4: 63kg,140,80,150,370,38,402.18
7028,Billie Bell,Female,R-O,62.34,63,4: 63kg,137.5,80,152.5,370,39,400.55
7028,Ashliegh Knox,Female,R-O,61.73,63,4: 63kg,137.5,75,152.5,365,40,398.12
7028,Montana Meleney,Female,R-O,61.81,63,4: 63kg,137.5,75,152.5,365,41,397.73
7028,Shannon Chipman,Female,R-O,61.84,63,4: 63kg,137.5,70,157.5,365,42,397.58
7028,Sarah Houhoulis,Female,R-O,61.98,63,4: 63kg,127.5,87.5,147.5,362.5,43,394.17
7028,Ann Marie Bremmer,Female,R-O,62.18,63,4: 63kg,132.5,80,147.5,360,44,390.49
7028,Amy Mason,Female,R-O,62.69,63,4: 63kg,135,65,155,355,45,382.68
7028,Bethany Carter,Female,R-O,62.85,63,4: 63kg,142.5,72.5,140,355,46,381.94
7028,Sharice Odom,Female,R-O,61.47,63,4: 63kg,127.5,62.5,162.5,352.5,47,385.73
7028,Erica Isaacs,Female,R-O,61.97,63,4: 63kg,122.5,72.5,155,350,48,380.63
7028,Marisa Ikeda-Iyeki,Female,R-O,62.03,63,4: 63kg,122.5,85,142.5,350,49,380.35
7028,Genevieve Betro,Female,R-O,62.18,63,4: 63kg,127.5,75,147.5,350,50,379.65
7028,Andi Williams,Female,R-O,61.06,63,4: 63kg,120,75,152.5,347.5,51,382.22
7028,Tara Hadzick,Female,R-O,61.44,63,4: 63kg,122.5,67.5,157.5,347.5,52,380.4
7028,Pamela Johnson-English,Female,R-O,61.87,63,4: 63kg,115,67.5,165,347.5,53,378.38
7028,Andrea Andhor,Female,R-O,62.38,63,4: 63kg,120,75,152.5,347.5,54,376.01
7028,Amy Zou,Female,R-O,62.8,63,4: 63kg,137.5,65,145,347.5,55,374.1
7028,Marlene Pizarro,Female,R-O,59.8,63,4: 63kg,125,62.5,157.5,345,56,385.63
7028,Vanessa Gale,Female,R-O,61.35,63,4: 63kg,130,67.5,147.5,345,57,378.09
7028,Kari Mah,Female,R-O,61.53,63,4: 63kg,137.5,65,142.5,345,58,377.24
7028,Jennifer Powell,Female,R-O,61.63,63,4: 63kg,135,75,132.5,342.5,59,374.04
7028,Caitlyn Rudish,Female,R-O,61.75,63,4: 63kg,120,77.5,145,342.5,60,373.49
7028,Nida Namathep,Female,R-O,62.11,63,4: 63kg,120,80,142.5,342.5,61,371.83
7028,Meagan Rickabaugh,Female,R-O,62.96,63,4: 63kg,122.5,67.5,152.5,342.5,62,368.01
7028,Gabriela Nunez,Female,R-O,62.99,63,4: 63kg,130,65,147.5,342.5,63,367.87
7028,Jenna Sollner,Female,R-O,61.14,63,4: 63kg,120,75,145,340,64,373.59
7028,Samantha LaCoe,Female,R-O,62.28,63,4: 63kg,132.5,75,132.5,340,65,368.35
7028,Ashley Bottomly,Female,R-O,62.62,63,4: 63kg,120,65,155,340,66,366.82
7028,Michele Oller,Female,R-O,62.99,63,4: 63kg,125,75,140,340,67,365.19
7028,Melis Papila,Female,R-O,61.12,63,4: 63kg,122.5,62.5,152.5,337.5,68,370.94
7028,Jennifer Hitchcock,Female,R-O,62.19,63,4: 63kg,120,65,147.5,332.5,69,360.62
7028,Aubrey Lyons,Female,R-O,62.39,63,4: 63kg,115,62.5,155,332.5,70,359.74
7028,Danica Sa,Female,R-O,61.34,63,4: 63kg,125,72.5,132.5,330,71,361.7
7028,Vanessa Whiting,Female,R-O,62.01,63,4: 63kg,112.5,72.5,145,330,72,358.7
7028,Chelsea Green,Female,R-O,62.59,63,4: 63kg,117.5,77.5,135,330,73,356.17
7028,Suzanne Waldrop,Female,R-O,60.77,63,4: 63kg,115,57.5,152.5,325,74,358.78
7028,Julie Adams,Female,R-O,61.42,63,4: 63kg,117.5,62.5,137.5,317.5,75,347.65
7028,Karrin Arries,Female,R-O,62.46,63,4: 63kg,120,67.5,127.5,315,76,340.51
7028,Billie Denison,Female,R-O,62.76,63,4: 63kg,110,52.5,132.5,295,77,317.74
7028,April Purvis,Female,R-O,58.84,63,4: 63kg,132.5,70,,,DQ,
7028,Hannah Mathie,Female,R-O,61.2,63,4: 63kg,142.5,72.5,,,DQ,
7028,Sarah Zastrow,Female,R-O,62.43,63,4: 63kg,,75,167.5,,DQ,
7028,Brianna Mott,Female,R-T1,60.98,63,4: 63kg,75,42.5,95,212.5,1,233.97
7028,Emily Gardner,Female,R-T2,61.78,63,4: 63kg,145,82.5,145,372.5,1,406.05
7028,Vanessa Currie,Female,R-T2,61.29,63,4: 63kg,110,65,142.5,317.5,2,348.21
7028,Machaela Exner,Female,R-T2,60.59,63,4: 63kg,120,70,125,315,3,348.54
7028,Jaime Hernandez,Female,R-T2,61.75,63,4: 63kg,100,57.5,125,282.5,4,308.06
7028,Sara Biddle,Female,R-T2,57.89,63,4: 63kg,95,65,100,260,5,298.07
7028,Hannah London,Female,R-T2,62.96,63,4: 63kg,100,52.5,107.5,260,6,279.36
7028,Jennica Baldridge,Female,R-T3,62.62,63,4: 63kg,122.5,77.5,172.5,372.5,1,401.89
7028,Tsukiko Fredette,Female,R-T3,62.07,63,4: 63kg,132.5,72.5,142.5,347.5,2,377.44
7028,Katherine McCormick,Female,R-T3,59.14,63,4: 63kg,82.5,57.5,142.5,282.5,3,318.51
7015,Bryana Washington,Female,R-T1,71.2,72,4: 63kg,85,50,122.5,257.5,1,253.22
7015,Shelby Miles,Female,R-T2,71.9,72,5: 72kg,130,85.5,165,380.5,1,371.73
7015,Lydia Mele,Female,R-T2,70.6,72,5: 72kg,120,75,157.5,352.5,2,348.64
7015,Kloie Doublin,Female,R-T2,65.4,72,5: 72kg,125,72.5,152.5,350,3,365.52
7015,Caitlyn Grant,Female,R-T2,68,72,5: 72kg,115,60,137.5,312.5,4,317.27
7015,Emily Lewis,Female,R-T2,71.2,72,5: 72kg,85,47.5,142.5,275,5,270.43
7015,Carley Miller,Female,R-T3,70.4,72,5: 72kg,162.5,62.5,182.5,407.5,1,403.81
7015,Gina Hensley,Female,R-T3,70.7,72,5: 72kg,145,77.5,160,382.5,2,377.94
7015,Sophia Cadwallader,Female,R-T3,71.7,72,5: 72kg,107.5,60,115,282.5,3,276.5
7015,Katie Rutherford,Female,R-JR,64.4,72,5: 72kg,157.5,77.5,170,405,1,427.83
7015,Diana Lainez,Female,R-JR,70.2,72,5: 72kg,142.5,87.5,167.5,397.5,2,394.67
7015,Hannah Ghindea,Female,R-JR,69.1,72,5: 72kg,142.5,70,175,387.5,3,388.98
7015,Jenny Nocas,Female,R-JR,69.5,72,5: 72kg,142.5,90,155,387.5,4,387.42
7015,Lindsey Raker,Female,R-JR,70.4,72,5: 72kg,125,80,170,375,5,371.61
7015,Hannah Kleman,Female,R-JR,65.6,72,5: 72kg,112.5,72.5,172.5,357.5,6,372.52
7015,Audrey Carpenter,Female,R-JR,70.2,72,5: 72kg,130,65,145,340,7,337.58
7015,Kaila Roberts,Female,R-JR,71.2,72,5: 72kg,135,60,140,335,8,329.43
7015,Emily Krysa,Female,R-JR,71.2,72,5: 72kg,127.5,62.5,142.5,332.5,9,326.97
7015,Mercedes Vandaver,Female,R-JR,71.7,72,5: 72kg,115,80,137.5,332.5,10,325.44
7015,Johanna Fleischman,Female,R-JR,68.6,72,5: 72kg,115,62.5,142.5,320,11,322.87
7015,Jackeline Landon,Female,R-JR,69.6,72,5: 72kg,107.5,52.5,145,305,12,304.63
7015,Rhianna Poe,Female,R-JR,69.2,72,5: 72kg,102.5,60,137.5,300,13,300.84
7015,Allison Hazel,Female,R-JR,67.5,72,5: 72kg,95,60,140,295,14,301.08
7015,Morgan Kadoun,Female,R-JR,69.7,72,5: 72kg,115,62.5,112.5,290,15,289.36
7015,Kylie Behnke,Female,R-JR,67.3,72,5: 72kg,95,60,112.5,267.5,16,273.6
7015,Kimberly Walford,Female,R-O,68.9,72,5: 72kg,180,112.5,235,527.5,1,530.59
7015,Chelsea Savit,Female,R-O,71.8,72,5: 72kg,170,115,190,475,2,464.48
7015,Laura Radecki,Female,R-O,70.5,72,5: 72kg,165,90,187.5,442.5,3,438.07
7015,Rori Alter,Female,R-O,70.1,72,5: 72kg,152.5,102.5,185,440,4,437.3
7015,Alexis Sweeney,Female,R-O,67.7,72,5: 72kg,157.5,90,175,422.5,5,430.3
7015,Emily House,Female,R-O,68.7,72,5: 72kg,132.5,100,187.5,420,6,423.33
7015,Katie Rutherford,Female,R-O,64.4,72,5: 72kg,157.5,77.5,170,405,7,427.83
7015,Maya Camille Winters,Female,R-O,70.5,72,5: 72kg,132.5,87.5,180,400,8,396
7015,Jaclyn Galligan,Female,R-O,70.9,72,5: 72kg,147.5,90,157.5,395,9,389.54
7015,Karen Gue,Female,R-O,69.4,72,5: 72kg,150,80,160,390,10,390.31
7015,Lauren Harris,Female,R-O,70.7,72,5: 72kg,137.5,65,187.5,390,11,385.35
7015,Hannah Ghindea,Female,R-O,69.1,72,5: 72kg,142.5,70,175,387.5,12,388.98
7015,Staci Ardison,Female,R-O,69.7,72,5: 72kg,122.5,80,185,387.5,13,386.65
7015,Amy Tomasko,Female,R-O,70.3,72,5: 72kg,160,77.5,147.5,385,14,381.89
7015,Devon Edkins,Female,R-O,71.4,72,5: 72kg,140,82.5,162.5,385,15,377.88
7015,Karina Baymiller,Female,R-O,71.5,72,5: 72kg,142.5,77.5,160,380,16,372.63
7015,Leah Lutz,Female,R-O,64.9,72,5: 72kg,147.5,77.5,152.5,377.5,17,396.49
7015,Paige Semenza,Female,R-O,64.7,72,5: 72kg,135,77.5,162.5,375,18,394.77
7015,Katie Mazza,Female,R-O,69.4,72,5: 72kg,142.5,82.5,150,375,19,375.3
7015,Jessica Evans,Female,R-O,71.2,72,5: 72kg,152.5,65,152.5,370,20,363.85
7015,Leah Cook,Female,R-O,67.2,72,5: 72kg,130,70,162.5,362.5,21,371.16
7015,Jordan Robelot,Female,R-O,71.7,72,5: 72kg,137.5,82.5,137.5,357.5,22,349.91
7015,Dana Zilber Varrone,Female,R-O,70.4,72,5: 72kg,132.5,75,147.5,355,23,351.79
7015,Lydia Mele,Female,R-O,70.6,72,5: 72kg,120,75,157.5,352.5,24,348.64
7015,Lucky Sodhi,Female,R-O,71.1,72,5: 72kg,122.5,67.5,162.5,352.5,25,346.97
7015,Kris Kobza,Female,R-O,69.9,72,5: 72kg,120,75,155,350,26,348.54
7015,Vanessa Berger,Female,R-O,68,72,5: 72kg,125,70,150,345,27,350.26
7015,Kelly Miller,Female,R-O,70.2,72,5: 72kg,140,62.5,142.5,345,28,342.55
7015,Karen Weeden,Female,R-O,69.6,72,5: 72kg,120,72.5,145,337.5,29,337.09
7015,Lyn Pendley,Female,R-O,70.4,72,5: 72kg,110,72.5,155,337.5,30,334.45
7015,Terri Ann Sgarlata,Female,R-O,71.2,72,5: 72kg,120,67.5,147.5,335,31,329.43
7015,Sara Jones,Female,R-O,71.5,72,5: 72kg,125,65,145,335,32,328.5
7015,Emily Krysa,Female,R-O,68.7,72,5: 72kg,127.5,62.5,142.5,332.5,33,335.13
7015,Isha Tohill,Female,R-O,69.9,72,5: 72kg,130,67.5,130,327.5,34,326.13
7015,Lauren Jackson,Female,R-O,71.7,72,5: 72kg,112.5,65,150,327.5,35,320.54
7015,Ashley Bogan,Female,R-O,66.2,72,5: 72kg,120,60,145,325,36,336.4
7015,Laurie Gooden,Female,R-O,71.6,72,5: 72kg,112.5,72.5,140,325,37,318.39
7015,Meredith Rogers,Female,R-O,68.2,72,5: 72kg,105,80,135,320,38,324.2
7015,Johanna Fleischman,Female,R-O,68.6,72,5: 72kg,115,62.5,142.5,320,39,322.87
7015,Emily Zwilling,Female,R-O,66.3,72,5: 72kg,115,57.5,145,317.5,40,328.28
7015,Kate Danno,Female,R-O,68.9,72,5: 72kg,115,62.5,140,317.5,41,319.36
7015,Chrystn Fisher,Female,R-O,69.6,72,5: 72kg,110,67.5,140,317.5,42,317.12
7015,Vanessa Gale,Female,R-O,64.4,72,5: 72kg,117.5,60,135,312.5,43,330.11
7015,Jennifer Stofferahn,Female,R-O,68.2,72,5: 72kg,110,62.5,130,302.5,44,306.47
7015,Vanessa Schaffer,Female,R-O,71.4,72,5: 72kg,107.5,55,140,302.5,45,296.91
7015,Erica Isaacs,Female,R-O,69.3,72,5: 72kg,107.5,62.5,130,300,46,300.54
7015,Nicole Pellerin,Female,R-O,70.3,72,5: 72kg,112.5,70,117.5,300,47,297.58
7015,Suzanne Witt,Female,R-O,71.4,72,5: 72kg,102.5,60,135,297.5,48,292
7015,Sarah Love,Female,R-O,69.7,72,5: 72kg,107.5,60,125,292.5,49,291.86
7015,Liza Ledford,Female,R-O,70.2,72,5: 72kg,102.5,57.5,132.5,292.5,50,290.42
7015,Morgan Kadoun,Female,R-O,69.7,72,5: 72kg,115,62.5,112.5,290,51,289.36
7015,Robin Wellington,Female,R-O,71.3,72,5: 72kg,105,50,132.5,287.5,52,282.45
7015,Brenda Trewyn,Female,R-O,68.7,72,5: 72kg,92.5,42.5,130,265,53,267.1
7015,Erin Mayhew,Female,R-O,70.2,72,5: 72kg,100,52.5,107.5,260,54,258.15
7015,Constance Hadady,Female,R-O,69.8,72,5: 72kg,95,55,,,DQ,
7015,Priscilla Ribic,Female,R-M1a,71.9,72,5: 72kg,142.5,116,160,418.5,1,408.85
7015,Leah Lutz,Female,R-M1a,64.9,72,5: 72kg,147.5,77.5,152.5,377.5,2,396.49
7015,Dana Singleton,Female,R-M1a,68.5,72,5: 72kg,137.5,75,160,372.5,3,376.22
7015,Lucky Sodhi,Female,R-M1a,71.1,72,5: 72kg,122.5,67.5,162.5,352.5,4,346.97
7015,Kerri Cuddy,Female,R-M1a,69,72,5: 72kg,127.5,62.5,155,345,5,346.67
7015,Karen Weeden,Female,R-M1a,69.6,72,5: 72kg,120,72.5,145,337.5,6,337.09
7015,Denise Montini,Female,R-M1a,70.3,72,5: 72kg,67.5,37.5,87.5,192.5,7,190.95
7015,Kris Kobza,Female,R-M1b,69.9,72,5: 72kg,120,75,155,350,1,348.54
7015,Cynthia Line,Female,R-M1b,69.8,72,5: 72kg,122.5,70,150,342.5,2,341.41
7015,Sara Jones,Female,R-M1b,71.5,72,5: 72kg,125,65,145,335,3,328.5
7015,Kate Danno,Female,R-M1b,68.9,72,5: 72kg,115,62.5,140,317.5,4,319.36
7015,Debbie Nahas,Female,R-M1b,67.3,72,5: 72kg,110,65,132.5,307.5,5,314.51
7015,Lisa Francavilla,Female,R-M1b,71,72,5: 72kg,110,55,142.5,307.5,6,302.96
7015,Theresa C. Willis,Female,R-M1b,67.1,72,5: 72kg,105,57.5,140,302.5,7,310.06
7015,Kathy Goss,Female,R-M2a,68.4,72,5: 72kg,107.5,50,127.5,285,1,288.15
7015,Teresa Tishim,Female,R-M2a,69.2,72,5: 72kg,102.5,62.5,120,285,2,285.8
7015,Jo Ann Lane,Female,R-M2a,64.7,72,5: 72kg,72.5,55,115,242.5,3,255.28
7015,Elizabeth Hellerstein,Female,R-M2a,68.6,72,5: 72kg,77.5,37.5,85,200,4,201.79
7015,Suzanne LaForge,Female,R-M2b,67.8,72,5: 72kg,140,75,185,400,1,406.96
7015,Lynne Renshaw,Female,R-M2b,66.4,72,5: 72kg,,,,,DQ,
7015,Alma Kimura,Female,R-M3a,70.6,72,5: 72kg,115,55,145,315,1,311.55
7015,Jane Freeman,Female,R-M3a,68.9,72,5: 72kg,77.5,37.5,95,210,2,211.23
7015,Janet Sharp,Female,R-M3a,69.7,72,5: 72kg,62.5,40,102.5,205,3,204.55
7015,Hernstadt Sharon,Female,R-M4b,70,72,5: 72kg,45,42.5,92.5,180,1,179.07
7015,Angela Bivens,Female,R-O,71.5,72,5: 72kg,,,,,DD,
7021,Diana Hernandez-Avalos,Female,R-JR,71.8,72,5: 72kg,170,85,185,440,1,430.25
7021,Ellen Liverpool,Female,R-JR,71.1,72,5: 72kg,167.5,77.5,192.5,437.5,2,430.63
7021,Rosemary Squillace,Female,R-JR,69.1,72,5: 72kg,155,97.5,175,427.5,3,429.13
7021,Julie Brookfield,Female,R-JR,71.6,72,5: 72kg,157.5,87.5,182.5,427.5,4,418.81
7021,Gina Hensley,Female,R-JR,70.9,72,5: 72kg,155,82.5,175,412.5,5,406.8
7021,Taylor Carney,Female,R-JR,70.8,72,5: 72kg,160,85,165,410,6,404.73
7021,Lindsey Raker,Female,R-JR,71.3,72,5: 72kg,130,80,180,390,7,383.15
7021,Audrey Carpenter,Female,R-JR,70.7,72,5: 72kg,140,70,170,380,8,375.47
7021,Hannah Kleman,Female,R-JR,63.5,72,5: 72kg,110,85,182.5,377.5,9,403.01
7021,Maria Capuano,Female,R-JR,70.1,72,5: 72kg,145,77.5,155,377.5,10,375.18
7021,Kayla Ferber,Female,R-JR,69.3,72,5: 72kg,122.5,80,170,372.5,11,373.17
7021,Mary Fleckenstein,Female,R-JR,66.4,72,5: 72kg,132.5,70,145,347.5,12,358.9
7021,Peen Coles,Female,R-JR,70.6,72,5: 72kg,127.5,65,155,347.5,13,343.69
7021,Alyssa Brown,Female,R-JR,64.7,72,5: 72kg,147.5,70,120,337.5,14,355.29
7021,Kodi Humphrey,Female,R-JR,70.4,72,5: 72kg,132.5,65,140,337.5,15,334.45
7021,Darian Royse,Female,R-JR,69.1,72,5: 72kg,105,72.5,147.5,325,16,326.24
7021,Elizabeth Jones,Female,R-JR,71.2,72,5: 72kg,125,65,135,325,17,319.6
7021,Luisa Coutinho,Female,R-JR,63.5,72,5: 72kg,125,65,130,320,18,341.62
7021,Gailynn Petry,Female,R-JR,69.3,72,5: 72kg,115,65,137.5,317.5,19,318.07
7021,Emily Lin,Female,R-JR,65.6,72,5: 72kg,107.5,65,130,302.5,20,315.21
7021,Neale Snyder,Female,R-JR,68.9,72,5: 72kg,100,70,130,300,21,301.76
7021,Kelsie Saurber,Female,R-JR,67.8,72,5: 72kg,102.5,67.5,125,295,22,300.13
7021,Lucy O'Shaughnessy,Female,R-JR,65.7,72,5: 72kg,105,55,132.5,292.5,23,304.45
7021,Anna Finch,Female,R-JR,70.6,72,5: 72kg,100,55,122.5,277.5,24,274.46
7021,Lacy Meyer,Female,R-JR,66.2,72,5: 72kg,112.5,45,117.5,275,25,284.65
7021,Ariel Reaves,Female,R-JR,71.9,72,5: 72kg,92.5,65,115,272.5,26,266.22
7021,Leah Lutz,Female,R-M1,69.3,72,5: 72kg,150,82.5,157.5,390,1,390.7
7021,Dana Singleton,Female,R-M1,69.3,72,5: 72kg,137.5,77.5,165,380,2,380.68
7021,Kerri Cuddy,Female,R-M1,69.6,72,5: 72kg,145,67.5,165,377.5,3,377.04
7021,Kristine Kobza,Female,R-M1,69.6,72,5: 72kg,127.5,80,162.5,370,4,369.55
7021,Amy Vance,Female,R-M1,68.8,72,5: 72kg,142.5,72.5,152.5,367.5,5,370.03
7021,Crystal McCullough,Female,R-M1,69.1,72,5: 72kg,130,75,155,360,6,361.38
7021,Cynthia Line,Female,R-M1,68.9,72,5: 72kg,125,77.5,155,357.5,7,359.6
7021,Jennifer Kroken,Female,R-M1,70.9,72,5: 72kg,132.5,75,145,352.5,8,347.63
7021,Amy Noraka,Female,R-M1,69.4,72,5: 72kg,122.5,80,145,347.5,9,347.78
7021,Tracy Cook,Female,R-M1,70.1,72,5: 72kg,122.5,72.5,150,345,10,342.88
7021,Raina Haltiner,Female,R-M1,70.3,72,5: 72kg,115,75,155,345,11,342.21
7021,Kim Wilson,Female,R-M1,66.1,72,5: 72kg,112.5,65,160,337.5,12,349.73
7021,Amy Mason,Female,R-M1,68.7,72,5: 72kg,125,65,137.5,327.5,13,330.09
7021,Brenda Trewyn,Female,R-M1,69.3,72,5: 72kg,105,52.5,137.5,295,14,295.53
7021,Vanessa Reed,Female,R-M1,68.8,72,5: 72kg,,62.5,150,,DQ,
7021,Suzanne LaForge,Female,R-M2,69.2,72,5: 72kg,140,75,185,400,1,401.12
7021,Lee Lipsitz,Female,R-M2,71.4,72,5: 72kg,137.5,72.5,155,365,2,358.25
7021,Becky Mauney,Female,R-M2,71.8,72,5: 72kg,102.5,52.5,120,275,3,268.91
7021,Natasha Atkinson,Female,R-M2,66.2,72,5: 72kg,85,60,127.5,272.5,4,282.06
7021,Marjorie Staller,Female,R-M2,71.1,72,5: 72kg,90,42.5,107.5,240,5,236.23
7021,Selena Hesse,Female,R-M2,68.2,72,5: 72kg,77.5,55,97.5,230,6,233.02
7021,Valarie Akerson,Female,R-M2,68.4,72,5: 72kg,60,45,107.5,212.5,7,214.85
7021,Alma Kimura,Female,R-M3,69.7,72,5: 72kg,110,52.5,147.5,310,1,309.32
7021,Gail Moore,Female,R-M3,69.9,72,5: 72kg,105,70,130,305,2,303.73
7021,Jane Freeman,Female,R-M3,69.5,72,5: 72kg,87.5,42.5,102.5,232.5,3,232.45
7021,Pamela Walters,Female,R-M3,68.2,72,5: 72kg,67.5,47.5,110,225,4,227.96
7021,Sandra Kasabuske,Female,R-M3,64.3,72,5: 72kg,75,40,102.5,217.5,5,230.03
7021,Mary Lou Hill,Female,R-M3,70.7,72,5: 72kg,37.5,40,72.5,150,6,148.21
7021,Kimberly Walford,Female,R-O,69.4,72,5: 72kg,172.5,110,237.5,520,1,520.41
7021,Chelsea Savit,Female,R-O,71.9,72,5: 72kg,172.5,118,197.5,488,2,476.75
7021,Laura Radecki,Female,R-O,70.2,72,5: 72kg,185,97.5,197.5,480,3,476.59
7021,Rori Alter,Female,R-O,71.3,72,5: 72kg,165,112.5,192.5,470,4,461.75
7021,Katie Rutherford,Female,R-O,69.9,72,5: 72kg,180,82.5,187.5,450,5,448.12
7021,Diana Hernandez-Avalos,Female,R-O,71.8,72,5: 72kg,170,85,185,440,6,430.25
7021,Ellen Liverpool,Female,R-O,71.1,72,5: 72kg,167.5,77.5,192.5,437.5,7,430.63
7021,Rosemary Squillace,Female,R-O,69.1,72,5: 72kg,155,97.5,175,427.5,8,429.13
7021,Julie Brookfield,Female,R-O,71.6,72,5: 72kg,157.5,87.5,182.5,427.5,9,418.81
7021,Melanie Henderson,Female,R-O,71.2,72,5: 72kg,142.5,82.5,190,415,10,408.1
7021,Cassandra Garcilaso,Female,R-O,71.6,72,5: 72kg,150,80,185,415,11,406.57
7021,Gina Hensley,Female,R-O,70.9,72,5: 72kg,155,82.5,175,412.5,12,406.8
7021,Taylor Carney,Female,R-O,70.8,72,5: 72kg,160,85,165,410,13,404.73
7021,Marcia Darbouze,Female,R-O,71.9,72,5: 72kg,137.5,82.5,190,410,14,400.55
7021,Suzanne LaForge,Female,R-O,69.2,72,5: 72kg,140,75,185,400,15,401.12
7021,Dawn Tyson,Female,R-O,70.8,72,5: 72kg,142.5,85,165,392.5,16,387.45
7021,Leah Lutz,Female,R-O,69.3,72,5: 72kg,150,82.5,157.5,390,17,390.7
7021,Hannah Ghindea,Female,R-O,69.5,72,5: 72kg,137.5,72.5,180,390,18,389.92
7021,Janice Aninsman,Female,R-O,71.5,72,5: 72kg,142.5,87.5,155,385,19,377.53
7021,Adaku Taylor,Female,R-O,68.3,72,5: 72kg,117.5,85,177.5,380,20,384.59
7021,Dana Singleton,Female,R-O,69.3,72,5: 72kg,137.5,77.5,165,380,21,380.68
7021,Maura McCarthy,Female,R-O,70.6,72,5: 72kg,142.5,77.5,160,380,22,375.83
7021,Audrey Carpenter,Female,R-O,70.7,72,5: 72kg,140,70,170,380,23,375.47
7021,Justine Colgan,Female,R-O,66.5,72,5: 72kg,132.5,72.5,172.5,377.5,24,389.46
7021,Jamie Simon,Female,R-O,67,72,5: 72kg,137.5,75,165,377.5,25,387.35
7021,Abby Citrin,Female,R-O,68,72,5: 72kg,135,72.5,170,377.5,26,383.26
7021,Ashley Akehurst,Female,R-O,70.5,72,5: 72kg,132.5,70,175,377.5,27,373.72
7021,Kayla Ferber,Female,R-O,69.3,72,5: 72kg,122.5,80,170,372.5,28,373.17
7021,Leah Cook,Female,R-O,70.7,72,5: 72kg,125,82.5,165,372.5,29,368.06
7021,Amy Vance,Female,R-O,68.8,72,5: 72kg,142.5,72.5,152.5,367.5,30,370.03
7021,Danielle Ternet,Female,R-O,71.5,72,5: 72kg,130,90,145,365,31,357.92
7021,Crystal McCullough,Female,R-O,69.1,72,5: 72kg,130,75,155,360,32,361.38
7021,Tara Coulter,Female,R-O,70.8,72,5: 72kg,132.5,67.5,160,360,33,355.37
7021,Nida Namathep,Female,R-O,71.3,72,5: 72kg,120,87.5,150,357.5,34,351.22
7021,Helen Lewis-Rzeszutek,Female,R-O,68.1,72,5: 72kg,140,77.5,137.5,355,35,360.04
7021,Jennifer Kroken,Female,R-O,70.9,72,5: 72kg,132.5,75,145,352.5,36,347.63
7021,Katelyn Black,Female,R-O,71.6,72,5: 72kg,125,72.5,152.5,350,37,342.89
7021,Amy Noraka,Female,R-O,69.4,72,5: 72kg,122.5,80,145,347.5,38,347.78
7021,Shedna Kimble,Female,R-O,71.2,72,5: 72kg,120,70,157.5,347.5,39,341.72
7021,Chelsea Delois,Female,R-O,71.5,72,5: 72kg,127.5,75,145,347.5,40,340.76
7021,Nickole Cox,Female,R-O,69.8,72,5: 72kg,130,70,140,340,41,338.92
7021,Angela Roark,Female,R-O,70.3,72,5: 72kg,110,70,155,335,42,332.29
