MeetID,Name,Sex,Division,BodyweightKg,WeightClassKg,WeightClass,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Place,Wilks
7015,Charles Rodriguez,Male,R-O,68.6,74,3: 74kg,150,60,195,405,32,308.29
7015,Robert Wood,Male,R-O,73,74,3: 74kg,25,140,75,240,33,174.33
7015,George Kanellos,Male,R-O,72.8,74,3: 74kg,152.5,,190,,DQ,
7015,Americo Nepa,Male,R-O,73,74,3: 74kg,187.5,,,,DQ,
7015,Billy Luther,Male,R-O,73.2,74,3: 74kg,195,,,,DQ,
7015,Blake Yurchak,Male,R-O,74,74,3: 74kg,165,,,,DQ,
7015,Jason Jackson,Male,R-M1a,73.3,74,3: 74kg,205,127.5,252.5,585,1,423.66
7015,Bradley Loomis,Male,R-M1a,74,74,3: 74kg,192.5,132.5,242.5,567.5,2,408.21
7015,Kevin Locklear,Male,R-M1a,71.3,74,3: 74kg,157.5,140,180,477.5,3,352.89
7015,JJ Barry,Male,R-M1a,71.3,74,3: 74kg,162.5,87.5,182.5,432.5,4,319.64
7015,Robert Wood,Male,R-M1a,73,74,3: 74kg,25,140,75,240,5,174.33
7015,Mike Cagliola,Male,R-M1b,73.4,74,3: 74kg,190,145,212.5,547.5,1,396.12
7015,John Dalessio,Male,R-M1b,74,74,3: 74kg,195,132.5,210,537.5,2,386.63
7015,Macri Michael,Male,R-M1b,74,74,3: 74kg,182.5,87.5,205,475,3,341.67
7015,Said S. Karmi,Male,R-M1b,72.1,74,3: 74kg,117.5,80,167.5,365,4,267.53
7015,Gary Kaiser,Male,R-M2b,73.6,74,3: 74kg,165,127.5,227.5,520,1,375.49
7015,Louis Tucci,Male,R-M2b,69.4,74,3: 74kg,147.5,112.5,165,425,2,320.6
7015,Joe Marksteiner,Male,R-M3a,68.9,74,3: 74kg,167.5,92.5,175,435,1,330
7015,Jay Halprin,Male,R-M3b,72.6,74,3: 74kg,132.5,77.5,175,385,1,280.77
7015,Frank Stamboolian,Male,R-M4b,73.1,74,3: 74kg,127.5,100,167.5,395,1,286.63
7015,Don Shirk,Male,R-M5a,73,74,3: 74kg,85,50,115,250,1,181.59
7015,Jamie McDougal,Male,R-M1a,73.9,74,3: 74kg,,,,,DD,
7021,Stephen Lehew,Male,R-JR,73.9,74,3: 74kg,245,172.5,277.5,695,1,500.4
7021,Peter Hoang,Male,R-JR,73.7,74,3: 74kg,220,175,280,675,2,486.94
7021,Eric LaPointe,Male,R-JR,73.1,74,3: 74kg,217.5,147.5,285.5,650.5,3,472.03
7021,Kevin Nguyen,Male,R-JR,73.1,74,3: 74kg,240,127.5,272.5,640,4,464.41
7021,RJ Hizon,Male,R-JR,73,74,3: 74kg,227.5,137.5,272.5,637.5,5,463.05
7021,Josiah Vivero,Male,R-JR,73.2,74,3: 74kg,237.5,142.5,255,635,6,460.33
7021,David Shelton,Male,R-JR,74,74,3: 74kg,220,165,242.5,627.5,7,451.37
7021,TraShon Hightower,Male,R-JR,73.3,74,3: 74kg,247.5,142.5,232.5,622.5,8,450.82
7021,Kevin Jenkins,Male,R-JR,73.3,74,3: 74kg,202.5,142.5,272.5,617.5,9,447.2
7021,David McDonald,Male,R-JR,72.3,74,3: 74kg,210,152.5,252.5,615,10,449.85
7021,Kyle Coogan,Male,R-JR,71.3,74,3: 74kg,202.5,127.5,282.5,612.5,11,452.66
7021,James Miller,Male,R-JR,72.6,74,3: 74kg,200,147.5,265,612.5,12,446.67
7021,Lee Maccarone,Male,R-JR,73.7,74,3: 74kg,220,147.5,242.5,610,13,440.05
7021,Lawrence Abner,Male,R-JR,73,74,3: 74kg,227.5,127.5,247.5,602.5,14,437.63
7021,Aaron Stroud,Male,R-JR,72.6,74,3: 74kg,217.5,147.5,235,600,15,437.56
7021,Jonah Howell,Male,R-JR,74,74,3: 74kg,230,115,255,600,16,431.59
7021,Nick Vinciguerra,Male,R-JR,73.2,74,3: 74kg,215,152.5,230,597.5,17,433.14
7021,Daniel O'Hara,Male,R-JR,73.2,74,3: 74kg,200,150,245,595,18,431.33
7021,Ronald Boyett,Male,R-JR,72.6,74,3: 74kg,225,120,242.5,587.5,19,428.44
7021,Jacob Halpern,Male,R-JR,73.9,74,3: 74kg,210,142.5,232.5,585,20,421.2
7021,Ryan Sanchez,Male,R-JR,73.9,74,3: 74kg,210,122.5,245,577.5,21,415.8
7021,Kyle Thebado,Male,R-JR,73.8,74,3: 74kg,217.5,140,215,572.5,22,412.6
7021,Gray Chastine,Male,R-JR,73,74,3: 74kg,197.5,107.5,235,540,23,392.23
7021,Kevin Kim,Male,R-JR,73.4,74,3: 74kg,195,130,197.5,522.5,24,378.03
7021,Mark Blum,Male,R-JR,73,74,3: 74kg,170,107.5,235,512.5,25,372.26
7021,Ferris Wang,Male,R-JR,70.6,74,3: 74kg,177.5,117.5,192.5,487.5,26,362.96
7021,PT Yager,Male,R-JR,73.4,74,3: 74kg,175,122.5,190,487.5,27,352.71
7021,Samson Su,Male,R-JR,72.7,74,3: 74kg,142.5,115,180,437.5,28,318.73
7021,Mason Liu,Male,R-JR,69.9,74,3: 74kg,137.5,97.5,185,420,29,315.09
7021,Jason Jackson,Male,R-M1,73.2,74,3: 74kg,220,132.5,255,607.5,1,440.39
7021,Sean Dunston,Male,R-M1,73.5,74,3: 74kg,207.5,110,236,553.5,2,400.07
7021,Stewart Breeding,Male,R-M1,72.2,74,3: 74kg,197.5,122.5,233,553,3,404.91
7021,Scott Grade,Male,R-M1,72.4,74,3: 74kg,170,127.5,225,522.5,4,381.81
7021,Robert Granko,Male,R-M1,73.6,74,3: 74kg,157.5,125,210,492.5,5,355.63
7021,Christopher Clarke,Male,R-M2,74,74,3: 74kg,145,115,182.5,442.5,1,318.3
7021,Chris Boillot,Male,R-M2,73.3,74,3: 74kg,147.5,117.5,165,430,2,311.41
7021,Wes Evans,Male,R-M3,73.1,74,3: 74kg,160,105,202.5,467.5,1,339.24
7021,James Parker,Male,R-M4,73.8,74,3: 74kg,90,75,130,295,1,212.61
7021,Ron Borders,Male,R-M4,72.6,74,3: 74kg,92.5,67.5,120,280,2,204.19
7021,Taylor Atwood,Male,R-O,73.6,74,3: 74kg,260,187.5,277.5,725,1,523.52
7021,Stephen Lehew,Male,R-O,73.9,74,3: 74kg,245,172.5,277.5,695,2,500.4
7021,Brandon Maddox,Male,R-O,73.7,74,3: 74kg,252.5,180,250,682.5,3,492.35
7021,Scott Sullivan,Male,R-O,73.6,74,3: 74kg,235,162.5,282.5,680,4,491.02
7021,Peter Hoang,Male,R-O,73.7,74,3: 74kg,220,175,280,675,5,486.94
7021,Eric LaPointe,Male,R-O,73.1,74,3: 74kg,217.5,147.5,285.5,650.5,6,472.03
7021,Josiah Vivero,Male,R-O,73.2,74,3: 74kg,237.5,142.5,255,635,7,460.33
7021,David Shelton,Male,R-O,74,74,3: 74kg,220,165,242.5,627.5,8,451.37
7021,Dorian Parris,Male,R-O,72,74,3: 74kg,240,145,240,625,9,458.57
7021,Josiah Harris,Male,R-O,72.6,74,3: 74kg,210,165,245,620,10,452.14
7021,Ariel Merivil,Male,R-O,72.4,74,3: 74kg,215,142.5,260,617.5,11,451.23
7021,Andrew Sandoval,Male,R-O,73.5,74,3: 74kg,210,157.5,247.5,615,12,444.52
7021,James Miller,Male,R-O,72.6,74,3: 74kg,200,147.5,265,612.5,13,446.67
7021,Phillip Brown,Male,R-O,70,74,3: 74kg,220,145,245,610,14,457.13
7021,Rodney Alexander,Male,R-O,71.7,74,3: 74kg,215,137.5,247.5,600,15,441.58
7021,Aaron Stroud,Male,R-O,72.6,74,3: 74kg,217.5,147.5,235,600,16,437.56
7021,Jonah Howell,Male,R-O,74,74,3: 74kg,230,115,255,600,17,431.59
7021,Nick Vinciguerra,Male,R-O,73.2,74,3: 74kg,215,152.5,230,597.5,18,433.14
7021,Daniel O'Hara,Male,R-O,73.2,74,3: 74kg,200,150,245,595,19,431.33
7021,Sean Santos,Male,R-O,69.8,74,3: 74kg,195,135,260,590,20,443.11
7021,Ronald Boyett,Male,R-O,72.6,74,3: 74kg,225,120,242.5,587.5,21,428.44
7021,Matthew Sowards,Male,R-O,72.4,74,3: 74kg,185,155,245,585,22,427.48
7021,Anas Anbar,Male,R-O,72.7,74,3: 74kg,197.5,145,240,582.5,23,424.37
7021,Kyle Thebado,Male,R-O,73.8,74,3: 74kg,217.5,140,215,572.5,24,412.6
7021,Duy Tran,Male,R-O,73.6,74,3: 74kg,200,130,235,565,25,407.98
7021,Derrick Chance,Male,R-O,72.2,74,3: 74kg,195,140,225,560,26,410.04
7021,Dustin Hayes,Male,R-O,73.4,74,3: 74kg,205,140,215,560,27,405.16
7021,Ethan Hetzler,Male,R-O,73,74,3: 74kg,185,142.5,230,557.5,28,404.94
7021,Matthew Taylor,Male,R-O,73.5,74,3: 74kg,205,142.5,207.5,555,29,401.15
7021,Zachary Nelson,Male,R-O,73,74,3: 74kg,200,137.5,212.5,550,30,399.5
7021,Stephen Chen,Male,R-O,71.5,74,3: 74kg,192.5,122.5,227.5,542.5,31,400.09
7021,Gray Chastine,Male,R-O,73,74,3: 74kg,197.5,107.5,235,540,32,392.23
7021,Wilmer Serrano,Male,R-O,71,74,3: 74kg,175,137.5,220,532.5,33,394.78
7021,Sean Collins,Male,R-O,72.3,74,3: 74kg,195,125,212.5,532.5,34,389.51
7021,Alvin Lapitan,Male,R-O,74,74,3: 74kg,180,115,232.5,527.5,35,379.44
7021,Josh Pelc,Male,R-O,72.9,74,3: 74kg,192.5,117.5,215,525,36,381.72
7021,Jeffrey Hammond,Male,R-O,72,74,3: 74kg,185,110,222.5,517.5,37,379.69
7021,Richard Jarin,Male,R-O,72,74,3: 74kg,175,120,220,515,38,377.86
7021,Kevin Woods,Male,R-O,71.9,74,3: 74kg,230,145,,,DQ,
7021,Eric Hess,Male,R-O,73.6,74,3: 74kg,217.5,162.5,,,DQ,
7021,Nathan Gajewski,Male,R-T1,73.3,74,3: 74kg,135,92.5,145,372.5,1,269.77
7021,Jake Robison,Male,R-T1,72.6,74,3: 74kg,130,60,142.5,332.5,2,242.48
7021,James English,Male,R-T2,71.9,74,3: 74kg,192.5,130,247.5,570,1,418.64
7021,Hector Figueroa,Male,R-T2,73.6,74,3: 74kg,195,127.5,235,557.5,2,402.57
7021,Antonino Fazio,Male,R-T2,72.9,74,3: 74kg,180,137.5,220,537.5,3,390.8
7021,Alex Hong,Male,R-T2,73.2,74,3: 74kg,202.5,140,190,532.5,4,386.02
7021,Ben Cooney,Male,R-T2,69,74,3: 74kg,187.5,115,220,522.5,5,395.93
7021,Nicholas Chludzinski,Male,R-T2,73.4,74,3: 74kg,192.5,112.5,215,520,6,376.22
7021,Luis Perales,Male,R-T2,73.2,74,3: 74kg,177.5,122.5,210,510,7,369.71
7021,Bryan Alcarazo,Male,R-T2,73.8,74,3: 74kg,165,115,210,490,8,353.14
7021,Mason Cabney,Male,R-T3,73.4,74,3: 74kg,247.5,140,275,662.5,1,479.32
7021,Michael Black,Male,R-T3,72.4,74,3: 74kg,235,155,240,630,2,460.36
7021,Winson Tom,Male,R-T3,73.4,74,3: 74kg,217.5,125,267.5,610,3,441.34
7021,Carson Allen,Male,R-T3,73.6,74,3: 74kg,220,142.5,215,577.5,4,417.01
7021,Neil Osano,Male,R-T3,73.4,74,3: 74kg,200,145,230,575,5,416.01
7021,Chris Breaux,Male,R-T3,73.3,74,3: 74kg,197.5,125,227.5,550,6,398.32
7021,Hunter Hall,Male,R-T3,74,74,3: 74kg,182.5,122.5,217.5,522.5,7,375.84
7021,Jeffrey Hammond,Male,R-T3,72,74,3: 74kg,185,110,222.5,517.5,8,379.69
7021,Drew DiMella,Male,R-T3,73.4,74,3: 74kg,170,127.5,205,502.5,9,363.56
7021,Dawson Merrill,Male,R-T3,71.3,74,3: 74kg,157.5,107.5,172.5,437.5,10,323.33
7021,Adam Payne-Reichert,Male,R-T3,73.7,74,3: 74kg,145,75,155,375,11,270.52
7021,Colin Sheehan,Male,R-T3,71.2,74,3: 74kg,167.5,112.5,,,DQ,
7028,Stephen Lehew,Male,R-JR,73.9,74,3: 74kg,260,170,287.5,717.5,1,516.6
7028,RJ Hizon,Male,R-JR,73.69,74,3: 74kg,250,152.5,277.5,680,2,490.6
7028,Micheal Seay,Male,R-JR,73.39,74,3: 74kg,237.5,157.5,270,665,3,481.18
7028,Michael Black,Male,R-JR,73.6,74,3: 74kg,247.5,152.5,265,665,4,480.19
7028,Kevin Nguyen,Male,R-JR,73.4,74,3: 74kg,247.5,137.5,275,660,5,477.51
7028,Josiah Vivero,Male,R-JR,73.44,74,3: 74kg,235,150,275,660,6,477.33
7028,Lawrence Abner,Male,R-JR,71.96,74,3: 74kg,230,135,290,655,7,480.78
7028,TraShon Hightower,Male,R-JR,72.58,74,3: 74kg,255,147.5,245,647.5,8,472.29
7028,Alexander Mcquillen,Male,R-JR,73.92,74,3: 74kg,237.5,150,257.5,645,9,464.31
7028,John Difrancesco,Male,R-JR,73.93,74,3: 74kg,230,177.5,237.5,645,10,464.27
7028,Neil Osano,Male,R-JR,73.41,74,3: 74kg,227.5,165,250,642.5,11,464.81
7028,Michael Escano,Male,R-JR,71.23,74,3: 74kg,217.5,145,267.5,630,12,465.94
7028,Kyle Coogan,Male,R-JR,73.79,74,3: 74kg,220,135,272.5,627.5,13,452.28
7028,Scott Plomer,Male,R-JR,73.97,74,3: 74kg,205,137.5,262.5,605,14,435.31
7028,Jordan Lane,Male,R-JR,73.31,74,3: 74kg,210,142.5,250,602.5,15,436.3
7028,Joseph Bierly,Male,R-JR,71.97,74,3: 74kg,217.5,105,270,592.5,16,434.85
7028,Dominic Rowden,Male,R-JR,72.98,74,3: 74kg,210,127.5,237.5,575,17,417.74
7028,Austin Romine,Male,R-JR,72.45,74,3: 74kg,222.5,135,215,572.5,18,418.13
7028,Derek LoGrande,Male,R-JR,71.86,74,3: 74kg,175,155,215,545,19,400.44
7028,Joseph Banh,Male,R-JR,72.9,74,3: 74kg,192.5,142.5,210,545,20,396.26
7028,Caleb Smith,Male,R-JR,73.14,74,3: 74kg,157.5,142.5,227.5,527.5,21,382.62
7028,Seung Kim,Male,R-JR,73.79,74,3: 74kg,187.5,125,215,527.5,22,380.21
7028,Brandon Bean,Male,R-JR,72.42,74,3: 74kg,197.5,120,207.5,525,23,383.56
7028,Alexandro Ferreira,Male,R-JR,73.09,74,3: 74kg,185,147.5,185,517.5,24,375.56
7028,Kyle Knapp,Male,R-JR,73.26,74,3: 74kg,190,125,200,515,25,373.12
7028,David Senerchia,Male,R-JR,69.15,74,3: 74kg,180,107.5,200,487.5,26,368.78
7028,William Van Deusen,Male,R-JR,73.09,74,3: 74kg,172.5,102.5,212.5,487.5,27,353.78
7028,Joseph Yorio,Male,R-JR,73.74,74,3: 74kg,180,97.5,210,487.5,28,351.54
7028,Jeremy Guash,Male,R-JR,70.65,74,3: 74kg,147.5,110,220,477.5,29,355.33
7028,Lucas Frandsen,Male,R-JR,71.63,74,3: 74kg,,137.5,205,,DQ,
7028,Jason Jackson,Male,R-M1,73.18,74,3: 74kg,230,127.5,245,602.5,1,436.85
7028,Ian Matthews,Male,R-M1,73.93,74,3: 74kg,227.5,135,235,597.5,2,430.08
7028,Thomas Potter,Male,R-M1,73.35,74,3: 74kg,190,135,210,535,3,387.26
7028,Huaiyu Tan,Male,R-M1,72.8,74,3: 74kg,175,112.5,205,492.5,4,358.44
7028,Albert Mategrano,Male,R-M1,73.39,74,3: 74kg,150,110,192.5,452.5,5,327.42
7028,Patrick Keenan,Male,R-M2,69.68,74,3: 74kg,182.5,122.5,215,520,1,391.05
7028,Chris Boillot,Male,R-M2,72.87,74,3: 74kg,177.5,122.5,197.5,497.5,2,361.83
7028,TJ Arant,Male,R-M3,73.24,74,3: 74kg,,87.5,165,,DQ,
7028,Petro Kravtsov,Male,R-M4,73.18,74,3: 74kg,150,92.5,165,407.5,1,295.47
7028,Frank Stamboolian Jr,Male,R-M4,72.1,74,3: 74kg,130,92.5,160,382.5,2,280.36
7028,Taylor Atwood,Male,R-O,73.48,74,3: 74kg,262.5,192.5,295,750,1,542.2
7028,Stephen Lehew,Male,R-O,73.9,74,3: 74kg,260,170,287.5,717.5,2,516.6
7028,Eric LaPointe,Male,R-O,73.57,74,3: 74kg,230,157.5,292.5,680,3,491.17
7028,RJ Hizon,Male,R-O,73.69,74,3: 74kg,250,152.5,277.5,680,4,490.6
7028,David Shelton,Male,R-O,74,74,3: 74kg,235,170,267.5,672.5,5,483.74
7028,Micheal Seay,Male,R-O,73.39,74,3: 74kg,237.5,157.5,270,665,6,481.18
7028,Kevin Nguyen,Male,R-O,73.4,74,3: 74kg,247.5,137.5,275,660,7,477.51
7028,Josiah Vivero,Male,R-O,73.44,74,3: 74kg,235,150,275,660,8,477.33
7028,Lawrence Abner,Male,R-O,71.96,74,3: 74kg,230,135,290,655,9,480.78
7028,Zachary DiCostanzo,Male,R-O,72.72,74,3: 74kg,242.5,157.5,250,650,10,473.45
7028,TraShon Hightower,Male,R-O,72.58,74,3: 74kg,255,147.5,245,647.5,11,472.29
7028,Myo Thiha,Male,R-O,72.92,74,3: 74kg,227.5,157.5,260,645,12,468.87
7028,Alexander Mcquillen,Male,R-O,73.92,74,3: 74kg,237.5,150,257.5,645,13,464.31
7028,John Difrancesco,Male,R-O,73.93,74,3: 74kg,230,177.5,237.5,645,14,464.27
7028,Hamza Anwar,Male,R-O,72.62,74,3: 74kg,247.5,140,255,642.5,15,468.46
7028,David Cauchon,Male,R-O,73.46,74,3: 74kg,222.5,155,260,637.5,16,460.96
7028,Brian Shim,Male,R-O,73.74,74,3: 74kg,235,137.5,262.5,635,17,457.91
7028,Ariel Merivil,Male,R-O,73.83,74,3: 74kg,227.5,142.5,262.5,632.5,18,455.71
7028,Jordan Lane,Male,R-O,73.31,74,3: 74kg,210,142.5,250,602.5,19,436.3
7028,Matthew Sowards,Male,R-O,73.61,74,3: 74kg,190,162.5,250,602.5,20,435.02
7028,Anas Anbar,Male,R-O,72.41,74,3: 74kg,215,150,235,600,21,438.39
7028,Ian Matthews,Male,R-O,73.93,74,3: 74kg,227.5,135,235,597.5,22,430.08
7028,Sean Santos,Male,R-O,72.4,74,3: 74kg,205,125,265,595,23,434.78
7028,Joseph Bierly,Male,R-O,71.97,74,3: 74kg,217.5,105,270,592.5,24,434.85
7028,Ethan Hetzler,Male,R-O,73.43,74,3: 74kg,205,147.5,235,587.5,25,424.93
7028,Jeffrey Hammond,Male,R-O,72.96,74,3: 74kg,210,120,247.5,577.5,26,419.64
7028,Minh Nguyen,Male,R-O,72.08,74,3: 74kg,200,155,212.5,567.5,27,416.04
7028,Andy Naiyanet,Male,R-O,71.68,74,3: 74kg,180,157.5,227.5,565,28,415.91
7028,Ryan Kropp,Male,R-O,72.59,74,3: 74kg,200,135,227.5,562.5,29,410.25
7028,Leif Erikson,Male,R-O,72.85,74,3: 74kg,202.5,130,222.5,555,30,403.73
7028,Robert Mauceri,Male,R-O,73.03,74,3: 74kg,207.5,102.5,245,555,31,403.01
7028,Zachary Nelson,Male,R-O,73.29,74,3: 74kg,200,145,210,555,32,401.98
7028,Nicholas Russo,Male,R-O,71.53,74,3: 74kg,205,117.5,230,552.5,33,407.34
7028,Nathan Blackaby,Male,R-O,72.81,74,3: 74kg,192.5,122.5,235,550,34,400.25
7028,Michael Han,Male,R-O,70.36,74,3: 74kg,195,130,222.5,547.5,35,408.69
7028,Derek LoGrande,Male,R-O,71.86,74,3: 74kg,175,155,215,545,36,400.44
7028,Steven Lachina,Male,R-O,73.07,74,3: 74kg,192.5,117.5,235,545,37,395.59
7028,James Johnson,Male,R-O,71.97,74,3: 74kg,200,125,215,540,38,396.32
7028,Forbes Huang,Male,R-O,72.83,74,3: 74kg,187.5,125,227.5,540,39,392.9
7028,Yuechuan Sun,Male,R-O,73.75,74,3: 74kg,212.5,112.5,205,530,40,382.15
7028,Paul Flores,Male,R-O,73.29,74,3: 74kg,180,117.5,227.5,525,41,380.25
7028,Austin Ragno,Male,R-O,72.75,74,3: 74kg,187.5,125,210,522.5,42,380.47
7028,Kyle DeGennaro,Male,R-O,72.48,74,3: 74kg,180,120,220,520,43,379.67
7028,Tony Giap,Male,R-O,74,74,3: 74kg,182.5,130,205,517.5,44,372.24
7028,Bob Gendler,Male,R-O,73.44,74,3: 74kg,172.5,135,205,512.5,45,370.65
7028,Marcos Mercado,Male,R-O,70.35,74,3: 74kg,170,110,227.5,507.5,46,378.87
7028,Albert Mategrano,Male,R-O,73.39,74,3: 74kg,150,110,192.5,452.5,47,327.42
7028,John Cutrone,Male,R-T1,72.19,74,3: 74kg,147.5,92.5,167.5,407.5,1,298.41
7028,Caleb Scheel,Male,R-T1,72.39,74,3: 74kg,135,90,140,365,2,266.74
7028,Michael Porter,Male,R-T1,72.46,74,3: 74kg,125,75,150,350,3,255.6
7028,Evan Glasgold,Male,R-T2,73.8,74,3: 74kg,197.5,127.5,220,545,1,392.78
7028,Alex Abbott,Male,R-T2,73.72,74,3: 74kg,205,110,215,530,2,382.27
7028,Andrew Huang,Male,R-T2,73.33,74,3: 74kg,197.5,107.5,217.5,522.5,3,378.29
7028,Justin Choy,Male,R-T2,73.45,74,3: 74kg,192.5,110,207.5,510,4,368.81
7028,David Garcia,Male,R-T2,71.85,74,3: 74kg,195,110,177.5,482.5,5,354.56
7028,Connor Finnegan,Male,R-T2,73.22,74,3: 74kg,172.5,105,185,462.5,6,335.21
7028,Vincent Bui,Male,R-T2,68.3,74,3: 74kg,142.5,92.5,170,405,7,309.35
7028,Ren J Shimizu,Male,R-T2,72.06,74,3: 74kg,,92.5,192.5,,DQ,
7028,Hamza Anwar,Male,R-T3,72.62,74,3: 74kg,247.5,140,255,642.5,1,468.46
7028,Chris Breaux,Male,R-T3,73.75,74,3: 74kg,212.5,137.5,265,615,2,443.44
7028,Khayal Marcano,Male,R-T3,72.95,74,3: 74kg,215,130,252.5,597.5,3,434.21
7028,Antonino Fazio,Male,R-T3,72.44,74,3: 74kg,205,150,237.5,592.5,4,432.78
7028,Jeffrey Hammond,Male,R-T3,72.96,74,3: 74kg,210,120,247.5,577.5,5,419.64
7028,Ben Cooney,Male,R-T3,73.7,74,3: 74kg,210,125,227.5,562.5,6,405.79
7028,Leif Erikson,Male,R-T3,72.85,74,3: 74kg,202.5,130,222.5,555,7,403.73
7028,Brian Zhang,Male,R-T3,73.87,74,3: 74kg,185,115,220,520,8,374.51
7028,Bryan Alcarazo,Male,R-T3,74,74,3: 74kg,165,117.5,232.5,515,9,370.45
7028,Sam Below,Male,R-T3,66.21,74,3: 74kg,167.5,107.5,182.5,457.5,10,358.29
7015,Michael Berrian,Male,R-T1,79.4,83,4: 83kg,157.5,112.5,177.5,447.5,1,306.97
7015,Matt Cronin,Male,R-T2,80.1,83,4: 83kg,227.5,127.5,240,595,1,405.89
7015,Charlie Arifakis,Male,R-T2,77.4,83,4: 83kg,167.5,87.5,202.5,457.5,2,319.09
7015,Joseph Gerstner Jr,Male,R-T2,77.5,83,4: 83kg,147.5,105,185,437.5,3,304.88
7015,Xzavier Lindemood,Male,R-T2,78.7,83,4: 83kg,147.5,92.5,150,390,4,269.05
7015,Sean Noriega,Male,R-T3,82.1,83,4: 83kg,255,160,272.5,687.5,1,461.91
7015,Coy Jorden,Male,R-T3,82.1,83,4: 83kg,230,150,265,645,2,433.35
7015,Brian Evans,Male,R-T3,83,83,4: 83kg,190,135,255,580,3,387.15
7015,Brian Evans,Male,R-T3,83,83,4: 83kg,190,135,255,580,4,387.15
7015,David Kushner,Male,R-T3,82.1,83,4: 83kg,207.5,140,230,577.5,5,388
7015,Robert Keller,Male,R-T3,79.4,83,4: 83kg,192.5,142.5,235,570,6,391
7015,Michael Flavoni,Male,R-T3,80,83,4: 83kg,197.5,127.5,225,550,7,375.48
7015,David Wiedenkeller,Male,R-T3,81.5,83,4: 83kg,185,120,210,515,8,347.56
7015,Thomas Kelly,Male,R-T3,81.7,83,4: 83kg,197.5,100,215,512.5,9,345.35
7015,Nicholas Sokoya,Male,R-T3,81.8,83,4: 83kg,200,,,,DQ,
7015,John Haack,Male,R-JR,82.4,83,4: 83kg,272.5,195,320,787.5,1,527.94
7015,Brandon Mose,Male,R-JR,82.5,83,4: 83kg,250,180,287.5,717.5,2,480.66
7015,Charlie Dickson,Male,R-JR,81.6,83,4: 83kg,262.5,162.5,290,715,3,482.17
7015,Michael Condo,Male,R-JR,81.5,83,4: 83kg,240,145,295,680,4,458.91
7015,Marcus Bell,Male,R-JR,81.2,83,4: 83kg,245,155,250,650,5,439.66
7015,Matthew Guzik,Male,R-JR,80.3,83,4: 83kg,240,142.5,262.5,645,6,439.31
7015,Joey Carzoli,Male,R-JR,82,83,4: 83kg,237.5,145,260,642.5,7,431.99
7015,Tom Buckles,Male,R-JR,80.8,83,4: 83kg,227.5,137.5,260,625,8,424.04
7015,Alex Pinnow,Male,R-JR,80.5,83,4: 83kg,222.5,150,250,622.5,9,423.32
7015,Chance Mitchell,Male,R-JR,83,83,4: 83kg,237.5,127.5,252.5,617.5,10,412.18
7015,Robert Irving,Male,R-JR,81.4,83,4: 83kg,195,150,265,610,11,411.98
7015,Robert Irving,Male,R-JR,81.4,83,4: 83kg,195,150,265,610,12,411.98
7015,Alex Lau,Male,R-JR,81.2,83,4: 83kg,212.5,130,250,592.5,13,400.77
7015,Anthony Iacoviello,Male,R-JR,82.6,83,4: 83kg,215,142.5,232.5,590,14,394.96
7015,Drew Mundt,Male,R-JR,82.2,83,4: 83kg,195,152.5,227.5,575,15,386.04
7015,Nathan Gale,Male,R-JR,80.2,83,4: 83kg,205,142.5,225,572.5,16,390.23
7015,Max Harir,Male,R-JR,82.3,83,4: 83kg,195,127.5,242.5,565,17,379.05
7015,Tony Mathews,Male,R-JR,78.9,83,4: 83kg,202.5,135,225,562.5,18,387.42
7015,Rob Hoffman,Male,R-JR,82.2,83,4: 83kg,175,132.5,237.5,545,19,365.9
7015,Francesco Pollaccia,Male,R-JR,81.5,83,4: 83kg,185,127.5,217.5,530,20,357.68
7015,Paul Xu,Male,R-JR,75.7,83,4: 83kg,185,100,240,525,21,371.7
7015,Ben Becnel,Male,R-JR,80.9,83,4: 83kg,197.5,115,210,522.5,22,354.23
7015,David Garcia,Male,R-JR,80.1,83,4: 83kg,175,120,210,505,23,344.49
7015,John Baron,Male,R-JR,80.7,83,4: 83kg,170,115,217.5,502.5,24,341.19
7015,John Baron,Male,R-JR,80.7,83,4: 83kg,170,115,217.5,502.5,25,341.19
7015,Christian DeLay,Male,R-JR,82,83,4: 83kg,187.5,112.5,200,500,26,336.18
7015,Richard Carolina,Male,R-JR,80.4,83,4: 83kg,172.5,127.5,197.5,497.5,27,338.58
7015,Neil Shah,Male,R-JR,80.5,83,4: 83kg,160,105,220,485,28,329.82
7015,Cameron Collins,Male,R-JR,81.1,83,4: 83kg,160,92.5,220,472.5,29,319.84
7015,Gregory Walsh,Male,R-JR,81.7,83,4: 83kg,,115,220,,DQ,
7015,Andrew Arifakis,Male,R-JR,83,83,4: 83kg,207.5,117.5,,,DQ,
7015,Donald Bigham,Male,R-MLO,82.3,83,4: 83kg,252.5,155,260,667.5,1,447.81
7015,Benjamin Rowe,Male,R-MLO,81.8,83,4: 83kg,237.5,155,230,622.5,2,419.17
7015,Ken Bray,Male,R-MLO,81.5,83,4: 83kg,200,127.5,272.5,600,3,404.92
7015,John R. Wildrick,Male,R-MLO,81.7,83,4: 83kg,185,125,227.5,537.5,4,362.2
7015,John Haack,Male,R-O,82.4,83,4: 83kg,272.5,195,320,787.5,1,527.94
7015,Ben Pollack,Male,R-O,83,83,4: 83kg,262.5,165,318,745.5,2,497.62
